ADC,Temperature (C)
1540560,21.243372100365335
1545800,21.315762322964744
1551040,21.388142974252133
1556280,21.460513730705692
1561520,21.53287427768192
1566760,21.605224309489643
1572000,21.677563529461864
1577240,21.749891650025447
1582480,21.82220839276856
1587720,21.894513488506032
1592960,21.9668066773425
1598200,22.039087708733486
1603440,22.111356341544287
1608680,22.1836123441068
1613920,22.255855494274282
1619160,22.328085579473957
1624400,22.40030239675764
1629640,22.47250575285023
1634880,22.544695464196295
1640120,22.61687135700447
1645360,22.68903326728997
1650600,22.761181040915105
1655840,22.83331453362772
1661080,22.905433611097777
1666320,22.97753814895193
1671560,23.049628032806197
1676800,23.121703158296647
1682040,23.19376343110824
1687280,23.26580876700178
1692520,23.337839091838898
1697760,23.40985434160526
1703000,23.4818544624319
1708240,23.55383941061468
1713480,23.625809152631934
1718720,23.697763665160345
1723960,23.769702935088993
1729200,23.841626959531574
1734440,23.91353574583694
1739680,23.98542931159782
1744920,24.05730768465782
1750160,24.129170903116677
1755400,24.201019015333834
1760640,24.272852079930303
1765880,24.344670165788806
1771120,24.416473352052275
1776360,24.488261728120747
1781600,24.56003539364648
1786840,24.631794458527573
1792080,24.703539042899894
1797320,24.775269277127457
1802560,24.84698530179115
1807800,24.918687267675914
1813040,24.99037533575644
1818280,25.062049677181147
1823520,25.133710473254816
1828760,25.20535791541956
1834000,25.276992205234414
1839240,25.34861355435331
1844480,25.420222184501647
1849720,25.491818327451448
1854960,25.563402224994917
1860200,25.63497412891671
1865440,25.706534300964755
1870680,25.778083012819557
1875920,25.84962054606227
1881160,25.92114719214127
1886400,25.992663252337437
1891640,26.064169037728032
1896880,26.135664869149267
1902120,26.207151077157583
1907360,26.27862800198953
1912600,26.350095993520434
1917840,26.42155541122175
1923080,26.493006624117186
1928320,26.56445001073749
1933560,26.635885959074074
1938800,26.707314866531412
1944040,26.77873713987816
1949280,26.850153195197173
1954520,26.92156345783424
1959760,26.99296836234575
1965000,27.064368352445122
1970240,27.135763880948115
1975480,27.207155409717075
1980720,27.278543409603955
1985960,27.349928360392326
1991200,27.421310750738257
1996440,27.492691078110177
2001680,27.564069848727602
2006920,27.635447577498855
2012160,27.706824787957817
2017400,27.778202012199547
2022640,27.849579790814985
2027880,27.920958672824643
2033120,27.99233921561133
2038360,28.0637219848519
2043600,28.135107554448044
2048840,28.206496506456233
2054080,28.277889431016625
2059320,28.34928692628112
2064560,28.42068959834061
2069800,28.492098061151165
2075040,28.563512936459553
2080280,28.634934853727778
2085520,28.706364450056867
2090760,28.777802370109764
2096000,28.849249266033475
2101240,28.920705797380432
2106480,28.992172631028993
2111720,29.063650441103277
2116960,29.135139908892185
2122200,29.206641722767746
2127440,29.278156578102646
2132680,29.34968517718713
2137920,29.42122822914522
2143160,29.492786449850172
2148400,29.56436056183931
2153640,29.635951294228253
2158880,29.707559382624442
2164120,29.779185569040045
2169360,29.85083060180429
2174600,29.92249523547519
2179840,29.994180230750647
2185080,30.06588635437904
2190320,30.13761437906922
2195560,30.209365083400023
2200800,30.281139251729165
2206040,30.352937674101675
2211280,30.424761146157895
2216520,30.49661046904084
2221760,30.56848644930323
2227000,30.640389898814
2232240,30.712321634664406
2237480,30.784282479073617
2242720,30.856273259293992
2247960,30.92829480751594
2253200,31.000347960772295
2258440,31.072433560842455
2263680,31.144552454156102
2268920,31.216705491696516
2274160,31.288893528903674
2279400,31.361117425576943
2284640,31.433378045777538
2289880,31.505676257730606
2295120,31.578012933727113
2300360,31.65038895002546
2305600,31.72280518675278
2310840,31.795262527806106
2316080,31.86776186075323
2321320,31.940304076733447
2326560,32.01289007035799
2331800,32.0855207396104
2337040,32.1581969857467
2342280,32.230919713195334
2347520,32.30368982945714
2352760,32.37650824500503
2358000,32.44937587318367
2363240,32.522293630109054
2368480,32.595262434567914
2373720,32.66828320791722
2378960,32.74135687398345
2384200,32.81448435896197
2389440,32.887666591316304
2394680,32.960904501677454
2399920,33.03419902274313
2405160,33.10755108917712
2410400,33.180961637508624
2415640,33.2544316060316
2420880,33.32796193470427
2426120,33.40155356504859
2431360,33.47520744004993
2436600,33.5489245040567
2441840,33.622705702680264
2447080,33.69655198269485
2452320,33.77046429193766
2457560,33.84444357920914
2462800,33.91849079417345
2468040,33.992606887258994
2473280,34.06679280955933
2478520,34.14104951273415
2483760,34.215377948910586
2489000,34.28977907058467
2494240,34.364253830523104
2499480,34.438803181665335
2504720,34.51342807702579
2509960,34.58812946959655
2515200,34.662908312250245
2520440,34.73776555764333
2525680,34.81270215811961
2530920,34.887719065614256
2536160,34.962817231558084
2541400,35.03799760678222
2546640,35.11326114142322
2551880,35.18860878482855
2557120,35.26404148546254
2562360,35.33956019081268
2567600,35.41516584729645
2572840,35.49085940016864
2578080,35.566641793429035
2583320,35.6425139697307
2588560,35.71847687028871
2593800,35.79453143478947
2599040,35.870678601300476
2604280,35.94691930618066
2609520,36.0232544839914
2614760,36.09968506740792
2620000,36.176211987131424
2625240,36.252836171801796
2630480,36.32955854791092
2635720,36.40638003971659
2640960,36.48330156915712
2646200,36.56032405576664
2651440,36.63744841659097
2656680,36.71467556610425
2661920,36.792006416126284
2667160,36.86944187574058
2672400,36.94698285121306
2677640,37.024630245911645
2682880,37.10238496022653
2688120,37.180247891491135
2693360,37.25821993390404
2698600,37.33630197845157
2703840,37.41449491283126
2709080,37.492799621376086
2714320,37.57121698497963
2719560,37.649747881022066
2724800,37.728393183296944
2730040,37.807153761938956
2735280,37.886030483352584
2740520,37.9650242101416
2745760,38.04413580103953
2751000,38.123366110841104
2756240,38.20271599033458
2761480,38.282186286235095
2766720,38.36177784111893
2771960,38.44149149335888
2777200,38.521328077060545
2782440,38.60128842199964
2787680,38.68137335356041
2792920,38.761583692675075
2798160,38.841920255764286
2803400,38.922383854678706
2808640,39.002975296641736
2813880,39.08369538419322
2819120,39.16454491513438
2824360,39.24552468247387
2829600,39.32663547437494
2834840,39.40787807410377
2840080,39.489253259979044
2845320,39.57076180532263
2850560,39.652404478411526
2855800,39.73418204243098
2861040,39.81609525542892
2866280,39.89814487027151
2871520,39.98033163460009
2876760,40.06265629078931
2882000,40.145119575906634
2887240,40.227722221673005
2892480,40.31046495442499
2897720,40.393348495078186
2902960,40.476373559091925
2908200,40.55954085643542
2913440,40.6428510915552
2918680,40.726304963344084
2923920,40.80990316511132
2929160,40.89364638455436
2934400,40.977535303731955
2939640,41.06157059903869
2944880,41.14575294118103
2950120,41.230082995154795
2955360,41.31456142022414
2960600,41.399188869902
2965840,41.48396599193209
2971080,41.56889342827244
2976320,41.6539718150804
2981560,41.7392017826993
2986800,41.82458395564653
2992040,41.910118952603455
2997280,41.995807386406604
3002520,42.081649864040735
3007760,42.167646986633414
3013000,42.25379934945122
3018240,42.340107541897616
3023480,42.42657214751255
3028720,42.513193743973645
3033960,42.5999729030991
3039200,42.68691019085238
3044440,42.774006167348546
3049680,42.861261386862324
3054920,42.94867639783796
3060160,43.036251742900845
3065400,43.123987958870885
3070640,43.21188557677766
3075880,43.299945121877414
3081120,43.38816711367192
3086360,43.47655206592899
3091600,43.56510048670509
3096840,43.65381287836961
3102080,43.7426897376311
3107320,43.831731555565405
3112560,43.92093881764568
3117800,44.01031200377429
3123040,44.099851588316724
3128280,44.18955804013739
3133520,44.27943182263738
3138760,44.36947339379424
3144000,44.45968320620366
3149240,44.55006170712328
3154480,44.64060933851839
3159720,44.73132653710972
3164960,44.82221373442331
3170200,44.91327135684231
3175440,45.004499825661036
3180680,45.09589955714094
3185920,45.18747096256877
3191160,45.27921444831684
3196400,45.37113041590541
3201640,45.4632192620672
3206880,45.55548137881405
3212120,45.64791715350582
3217360,45.74052696892139
3222600,45.83331120333187
3227840,45.92627023057611
3233080,46.01940442013829
3238320,46.112714137227876
3243560,46.206199742861756
3248800,46.29986159394866
3254040,46.39370004337593
3259280,46.48771544009841
3264520,46.58190812922987
3269760,46.676278452136586
3275000,46.7708267465333
3280240,46.865553346581585
3285480,46.960458582990505
3290720,47.0555427831197
3295960,47.15080627108482
3301200,47.24624936786543
3306440,47.34187239141525
3311680,47.43767565677495
3316920,47.533659476187225
3322160,47.62982415921453
3327400,47.726170012859114
3332640,47.82269734168566
3337880,47.9194064479464
3343120,48.01629763170871
3348360,48.11337119098529
3353600,48.21062742186686
3358840,48.30806661865743
3364080,48.405689074012145
3369320,48.5034950790777
3374560,48.6014849236354
3379800,48.69965889624673
3385040,48.798017284401766
3390280,48.89656037466998
3395520,48.995288452853856
3400760,49.094201804145165
3406000,49.19330071328388
3411240,49.292585464719835
3416480,49.39205634277705
3421720,49.49171363182086
3426960,49.59155761642768
3432200,49.691588581557625
3437440,49.791806812729874
3442680,49.89221259620075
3447920,49.992806219144704
3453160,50.09358796983804
3458400,50.19455813784548
3463640,50.2957170142096
3468880,50.39706489164303
3474120,50.4986020647237
3479360,50.60032883009271
3484600,50.70224548665538
3489840,50.804352335784976
3495080,50.90664968152949
3500320,51.00913783082132
3505560,51.111817093689865
3510800,51.21468778347723
3516040,51.317750217056656
3521280,51.42100471505421
3526520,51.52445160207331
3531760,51.62809120692235
3537000,51.73192386284529
3542240,51.83594990775541
3547480,51.94016968447203
3552720,52.04458354096031
3557960,52.1491918305742
3563200,52.25399491230247
3568440,52.3589931510178
3573680,52.46418691772914
3578920,52.56957658983705
3584160,52.67516255139235
3589400,52.780945193357844
3594640,52.88692491387327
3599880,52.99310211852347
3605120,53.09947722060972
3610360,53.20605064142441
3615600,53.31282281052879
3620840,53.41979416603415
3626080,53.52696515488617
3631320,53.63433623315257
3636560,53.74190786631409
3641800,53.84968052955877
3647040,53.95765470807957
3652280,54.06583089737532
3657520,54.17420960355497
3662760,54.28279134364538
3668000,54.39157664590226
3673240,54.50056605012474
3678480,54.60976010797317
3683720,54.719159383290474
3688960,54.82876445242685
3694200,54.938575904568
3699440,55.048594342066764
3704680,55.158820380778295
3709920,55.26925465039872
3715160,55.37989779480721
3720400,55.490750472411776
3725640,55.6018133564984
3730880,55.71308713558382
3736120,55.82457251377192
3741360,55.93627021111356
3746600,56.04818096397017
3751840,56.16030552538082
3757080,56.27264466543296
3762320,56.385199171636835
3767560,56.497969849303445
3772800,56.61095752192634
3778040,56.72416303156686
3783280,56.83758723924332
3788520,56.9512310253237
3793760,57.06509528992214
3799000,57.179180953299216
3804240,57.29348895626582
3809480,57.40802026059097
3814720,57.52277584941329
3819960,57.63775672765628
3825200,57.75296392244747
3830440,57.868398483541284
3835680,57.98406148374582
3840920,58.09995401935343
3846160,58.21607721057522
3851400,58.332432201979316
3856640,58.44902016293308
3861880,58.565842288049325
3867120,58.682899797636225
3872360,58.800193938151345
3877600,58.917725982659526
3882840,59.03549723129478
3888080,59.153509011726086
3893320,59.271762679627216
3898560,59.390259619150584
3903800,59.509001243405045
3909040,59.62798899493779
3914280,59.74722434622019
3919520,59.86670880013783
3924760,59.98644389048448
3930000,60.1064311824602
3935240,60.22667227317359
3940480,60.347168792148075
3945720,60.46792240183234
3950960,60.58893479811495
3956200,60.71020771084302
3961440,60.83174290434522
3966680,60.95354217795871
3971920,61.07560736656056
3977160,61.19794034110315
3982400,61.32054300915389
3987640,61.44341731543922
3992880,61.56656524239271
3998120,61.68998881070763
4003360,61.813690079893576
4008600,61.937671148837595
4013840,62.06193415636949
4019080,62.18648128183146
4024320,62.311314745652126
4029560,62.43643680992483
4034800,62.56184977899041
4040040,62.6875560000242
4045280,62.81355786362756
4050520,62.93985780442374
4055760,63.066458301658145
4061000,63.19336187980309
4066240,63.32057110916699
4071480,63.44808860650793
4076720,63.57591703565184
4081960,63.70405910811505
4087200,63.83251758373142
4092440,63.96129527128391
4097680,64.09039502914075
4102920,64.21981976589615
4108160,64.3495724410155
4113400,64.47965606548522
4118640,64.61007370246715
4123880,64.74082846795758
4129120,64.87192353145082
4134360,65.00336211660749
4139600,65.13514750192736
4144840,65.267283021427
4150080,65.39977206532184
4155320,65.53261808071318
4160560,65.66582457227975
4165800,65.799395102974
4171040,65.93333329472318
4176280,66.06764282913505
4181520,66.20232744820846
4186760,66.3373909550486
4192000,66.47283721458712
4197240,66.60867015430694
4202480,66.74489376497198
4207720,66.88151210136164
4212960,67.0185292830102
4218200,67.15594949495087
4223440,67.29377698846501
4228680,67.43201608183595
4233920,67.57067116110788
4239160,67.70974668084956
4244400,67.849247164923
4249640,67.98917720725704
4254880,68.12954147262587
4260120,68.27034469743259
4265360,68.41159169049764
4270600,68.55328733385232
4275840,68.69543658353722
4281080,68.83804447040572
4286320,68.98111610093264
4291560,69.12465665802759
4296800,69.26867140185385
4302040,69.41316567065189
4307280,69.55814488156832
4312520,69.7036145314897
4317760,69.8495801978816
4323000,69.99604753963271
4328240,70.14302229790425
4333480,70.29051029698425
4338720,70.43851744514737
4343960,70.58704973551956
4349200,70.73611324694818
4354440,70.88571414487713
4359680,71.03585868222744
4364920,71.18655320028284
4370160,71.33780412958083
4375400,71.4896179908088
4380640,71.64200139570565
4385880,71.79496104796851
4391120,71.9485037441649
4396360,72.10263637465025
4401600,72.25736592449051
4406840,72.41269947439051
4412080,72.56864420162732
4417320,72.72520738098919
4422560,72.88239638571989
4427800,73.04021868846826
4433040,73.19868186224356
4438280,73.35779358137587
4443520,73.51756162248213
4448760,73.67799386543763
4454000,73.839098294353
4459240,74.00088299855668
4464480,74.16335617358277
4469720,74.32652612216464
4474960,74.49040125523393
4480200,74.65499009292502
4485440,74.82030126558527
4490680,74.98634351479072
4495920,75.15312569436736
4501160,75.32065677141799
4506400,75.48894582735491
4511640,75.65800205893794
4516880,75.82783477931821
4522120,75.99845341908777
4527360,76.16986752733465
4532600,76.34208677270367
4537840,76.515120944463
4543080,76.68897995357653
4548320,76.86367383378166
4553560,77.03921274267319
4558800,77.21560696279268
4564040,77.39286690272391
4569280,77.57100309819374
4574520,77.75002621317905
4579760,77.92994704101943
4585000,78.11077650553563
4590240,78.29252566215393
4595480,78.47520569903634
4600720,78.65882793821665
4605960,78.84340383674243
4611200,79.02894498782277
4616440,79.21546312198228
4621680,79.4029701082205
4626920,79.59147795517775
4632160,79.7809988123066
4637400,79.97154497104952
4642640,80.1631288660223
4647880,80.35576307620371
4653120,80.549460326131
4658360,80.7442334871015
4663600,80.94009557838012
4668840,81.1370597684132
4674080,81.3351393760481
4679320,81.53434787175908
4684560,81.73469887887913
4689800,81.9362061748381
4695040,82.1388836924068
4700280,82.34274552094715
4705520,82.5478059076688
4710760,82.75407925889161
4716000,82.96158014131444
4721240,83.17032328329003
4726480,83.38032357610638
4731720,83.59159607527391
4736960,83.80415600181915
4742200,84.01801874358469
4747440,84.23319985653526
4752680,84.44971506607003
4757920,84.66758026834151
4763160,84.88681153158042
4768400,85.10742509742701
4773640,85.32943738226874
4778880,85.5528649785843
4784120,85.77772465629394
4789360,86.00403336411621
4794600,86.23180823093105
4799840,86.46106656714937
4805080,86.69182586608892
4810320,86.92410380535672
4815560,87.1579182482378
4820800,87.39328724509059
4826040,87.63022903474845
4831280,87.86876204592818
4836520,88.10890489864445
4841760,88.3506764056313
4847000,88.59409557376966
4852240,88.83918160552189
4857480,89.0859539003725
4862720,89.3344320562756
4867960,89.58463587110897
4873200,89.83658534413463
4878440,90.09030067746608
4883680,90.3458022775421
4888920,90.60311075660736
4894160,90.86224693419946
4899400,91.12323183864274
4904640,91.38608670854885
4909880,91.65083299432388
4915120,91.91749235968221
4920360,92.18608668316722
4925600,92.45663805967868
4930840,92.7291688020067
4936080,93.00370144237266
4941320,93.280258733977
4946560,93.5588636525535
4951800,93.83953939793054
4957040,94.1223093955993
4962280,94.40719729828857
4967520,94.69422698754644
4972760,94.98342257532909
4978000,95.27480840559616
4983240,95.56840905591321
4988480,95.8642493390609
4993720,96.1623543046513
4998960,96.46274924075107
5004200,96.7654596755114
5009440,97.07051137880512
5014680,97.37793036387085
5019920,97.68774288896387
5025160,97.99997545901408
5030400,98.31465482729126
5035640,98.63180799707695
5040880,98.95146222334355
5046120,99.27364501444058
5051360,99.59838413378787
5056600,99.92570760157591
5061840,100.25564369647319
5067080,100.58822095734087
5072320,100.92346818495432
5077560,101.26141444373201
5082800,101.60208906347142
5088040,101.94552164109226
5093280,102.29174204238663
5098520,102.64078040377672
5103760,102.99266713407943
5109000,103.34743291627836
5114240,103.70510870930292
5119480,104.06572574981496
5124720,104.42931555400227
5129960,104.7959099193798
5135200,105.16554092659774
5140440,105.53824094125724
5145680,105.9140426157334
5150920,106.2929788910053
5156160,106.67508299849393
5161400,107.06038846190694
5166640,107.44892909909109
5171880,107.84073902389193
5177120,108.23585264802111
5182360,108.63430468293089
5187600,109.03613014169602
5192840,109.4413643409035
5198080,109.85004290254929
5203320,110.26220175594273
5208560,110.67787713961852
5213800,111.09710560325615
5219040,111.51992400960677
5224280,111.9463695364276
5229520,112.37647967842403
5234760,112.81029224919922
5240000,113.24784538321106
5245240,113.6891775377371
5250480,114.13432749484679
5255720,114.58333436338145
5260960,115.03623758094179
5266200,115.49307691588334
5271440,115.9538924693191
5276680,116.41872467713017
5281920,116.88761431198415
5287160,117.36060248536086
5292400,117.83773064958618
5297640,118.31904059987329
5302880,118.80457447637201
5308120,119.2943747662255
5313360,119.78848430563497
5318600,120.28694628193225
5323840,120.78980423565977
5329080,121.29710206265898
5334320,121.80888401616593
5339560,122.32519470891509
5344800,122.84607911525106
5350040,123.37158257324776
5355280,123.90175078683612
5360520,124.43662982793882
